"order_id";"cart_size";"num_customizations";"has_food_item";"drink_category_id"
"ORD_00000072";4;2;"False";1
"ORD_00000073";4;2;"True";5
"ORD_00000074";4;0;"False";4
"ORD_00000075";2;1;"False";4
"ORD_00000076";5;0;"False";5
"ORD_00000077";2;1;"True";4
"ORD_00000078";4;2;"True";3
"ORD_00000079";3;1;"False";6
"ORD_00000080";3;3;"False";4
"ORD_00000081";1;4;"False";2
"ORD_00000082";3;1;"False";2
"ORD_00000083";3;2;"True";1
"ORD_00000084";3;3;"False";6
"ORD_00000085";4;3;"False";6
"ORD_00000086";2;0;"False";5
"ORD_00000087";2;1;"True";2
"ORD_00000088";4;4;"False";1
"ORD_00000089";4;2;"False";3
"ORD_00000090";2;1;"False";6
"ORD_00000091";2;1;"False";3
"ORD_00000092";5;2;"False";2
"ORD_00000093";3;1;"False";6
"ORD_00000094";5;1;"True";3
"ORD_00000095";5;2;"False";1
"ORD_00000096";4;5;"False";5
"ORD_00000097";4;2;"True";1
"ORD_00000098";3;1;"False";4
"ORD_00000099";6;1;"False";6
"ORD_00000100";2;3;"False";4
"ORD_00000101";4;5;"True";6
"ORD_00000102";2;5;"False";3
"ORD_00000103";2;1;"False";2
"ORD_00000104";3;2;"True";3
"ORD_00000105";6;2;"False";1
"ORD_00000106";4;2;"False";4
"ORD_00000107";2;0;"False";3
"ORD_00000108";5;1;"True";2
"ORD_00000109";4;3;"True";3
"ORD_00000110";3;0;"False";3
"ORD_00000111";3;2;"False";6
"ORD_00000112";3;4;"False";4
"ORD_00000113";2;0;"False";3
"ORD_00000114";1;1;"False";2
"ORD_00000115";2;2;"False";3
"ORD_00000116";2;5;"True";2
"ORD_00000117";3;1;"False";1
"ORD_00000118";4;1;"True";4
"ORD_00000119";3;1;"False";2
"ORD_00000120";4;3;"False";1
"ORD_00000121";4;3;"True";5
"ORD_00000122";1;1;"False";3
"ORD_00000123";3;2;"True";4
"ORD_00000124";4;1;"False";3
"ORD_00000125";2;1;"True";2
"ORD_00000126";3;1;"True";2
"ORD_00000127";6;0;"True";1
"ORD_00000128";2;3;"True";6
"ORD_00000129";3;2;"False";5
"ORD_00000130";4;0;"False";6
"ORD_00000131";5;7;"False";2
"ORD_00000132";3;2;"False";3
"ORD_00000133";3;1;"False";4
"ORD_00000134";5;1;"False";1
"ORD_00000135";2;3;"True";4
"ORD_00000136";5;0;"False";4
"ORD_00000137";1;1;"False";5
"ORD_00000138";6;2;"False";3
"ORD_00000139";6;0;"True";5
"ORD_00000140";2;0;"False";3
"ORD_00000141";1;4;"True";3
"ORD_00000142";5;1;"False";3
"ORD_00000143";6;1;"False";4
"ORD_00000144";6;3;"False";6
"ORD_00000145";3;2;"False";6
"ORD_00000146";7;1;"False";2
"ORD_00000147";4;0;"True";5
"ORD_00000148";6;2;"False";3
"ORD_00000149";10;1;"False";6
"ORD_00000150";6;4;"False";6
"ORD_00000151";4;5;"False";5
"ORD_00000152";3;1;"False";1
"ORD_00000153";2;4;"False";6
"ORD_00000154";5;1;"False";2
"ORD_00000155";4;4;"False";2
"ORD_00000156";4;3;"True";1
"ORD_00000157";2;5;"True";4
"ORD_00000158";5;0;"False";2
"ORD_00000159";5;0;"False";6
"ORD_00000160";3;3;"False";5
"ORD_00000161";2;0;"False";1
"ORD_00000162";6;1;"False";6
"ORD_00000163";3;4;"False";4
"ORD_00000164";2;0;"False";2
"ORD_00000165";1;1;"False";1
"ORD_00000166";3;0;"True";6
"ORD_00000167";3;1;"False";2
"ORD_00000168";6;5;"False";6
"ORD_00000169";2;0;"False";5
"ORD_00000170";4;0;"False";1
"ORD_00000171";6;5;"False";3
"ORD_00000172";4;2;"False";2
"ORD_00000173";5;3;"False";3
"ORD_00000174";3;1;"False";2
"ORD_00000175";4;3;"False";2
"ORD_00000176";5;3;"False";5
"ORD_00000177";3;2;"False";6
"ORD_00000178";3;2;"False";6
"ORD_00000179";2;2;"True";3
"ORD_00000180";4;1;"False";3
"ORD_00000181";3;0;"False";1
"ORD_00000182";3;0;"False";4
"ORD_00000183";3;5;"True";1
"ORD_00000184";1;2;"True";2
"ORD_00000185";5;5;"False";1
"ORD_00000186";3;3;"True";5
"ORD_00000187";4;2;"True";3
"ORD_00000188";7;4;"False";2
"ORD_00000189";3;0;"False";1
"ORD_00000190";5;2;"True";4
"ORD_00000191";5;2;"True";2
"ORD_00000192";6;1;"False";1
"ORD_00000193";2;2;"False";3
"ORD_00000194";3;2;"False";1
"ORD_00000195";5;1;"False";5
"ORD_00000196";3;0;"True";3
"ORD_00000197";6;0;"False";5
"ORD_00000198";5;4;"False";2
"ORD_00000199";5;1;"True";4
"ORD_00000200";5;1;"True";3
"ORD_00000201";4;1;"False";3
"ORD_00000202";3;2;"False";1
"ORD_00000203";3;3;"False";5
"ORD_00000204";2;0;"True";4
"ORD_00000205";2;1;"False";2
"ORD_00000206";4;3;"False";2
"ORD_00000207";3;3;"False";4
"ORD_00000208";2;1;"False";6
"ORD_00000209";6;6;"False";1
"ORD_00000210";4;1;"False";2
"ORD_00000211";2;3;"True";4
"ORD_00000212";6;1;"True";3
"ORD_00000213";8;1;"False";5
"ORD_00000214";4;3;"True";1
"ORD_00000215";4;1;"False";3
"ORD_00000216";3;1;"False";1
"ORD_00000217";3;1;"False";3
"ORD_00000218";2;2;"True";5
"ORD_00000219";2;1;"False";1
"ORD_00000220";7;1;"False";3
"ORD_00000221";3;1;"True";6
"ORD_00000222";2;1;"False";5
"ORD_00000223";1;2;"True";6
"ORD_00000224";1;0;"False";1
"ORD_00000225";5;3;"True";3
"ORD_00000226";4;1;"True";4
"ORD_00000227";7;0;"False";5
"ORD_00000228";6;1;"False";2
"ORD_00000229";4;0;"False";1
"ORD_00000230";2;3;"True";2
"ORD_00000231";4;1;"False";6
"ORD_00000232";2;1;"False";1
"ORD_00000233";4;0;"False";1
"ORD_00000234";4;5;"False";3
"ORD_00000235";5;2;"True";6
"ORD_00000236";4;0;"False";4
"ORD_00000237";7;0;"True";4
"ORD_00000238";5;3;"False";6
"ORD_00000239";2;2;"False";6
"ORD_00000240";5;5;"False";6
"ORD_00000241";2;0;"False";1
"ORD_00000242";3;2;"False";2
"ORD_00000243";4;1;"False";2
"ORD_00000244";4;4;"True";6
"ORD_00000245";7;3;"True";5
"ORD_00000246";2;2;"True";1
"ORD_00000247";6;0;"False";4
"ORD_00000248";6;1;"False";1
"ORD_00000249";1;0;"False";4
"ORD_00000250";7;2;"False";6
"ORD_00000251";3;1;"False";3
"ORD_00000252";4;3;"False";5
"ORD_00000253";4;0;"True";4
"ORD_00000254";4;1;"False";6
"ORD_00000255";4;0;"False";1
"ORD_00000256";4;3;"True";2
"ORD_00000257";2;0;"True";5
"ORD_00000258";3;4;"True";5
"ORD_00000259";5;2;"True";4
"ORD_00000260";3;0;"False";1
"ORD_00000261";2;2;"False";2
"ORD_00000262";3;1;"False";2
"ORD_00000263";4;1;"False";1
"ORD_00000264";1;2;"False";6
"ORD_00000265";3;1;"True";6
"ORD_00000266";4;1;"False";2
"ORD_00000267";4;0;"False";5
"ORD_00000268";3;5;"False";2
"ORD_00000269";6;3;"True";1
"ORD_00000270";4;1;"True";3
"ORD_00000271";2;2;"True";1
"ORD_00000272";4;5;"True";5
"ORD_00000273";3;0;"False";2
"ORD_00000274";3;1;"True";1
"ORD_00000275";6;3;"True";3
"ORD_00000276";4;1;"False";2
"ORD_00000277";4;1;"False";1
"ORD_00000278";5;1;"False";4
"ORD_00000279";3;1;"False";5
"ORD_00000280";3;0;"False";3
"ORD_00000281";7;0;"False";4
"ORD_00000282";2;1;"False";5
"ORD_00000283";5;1;"False";1
"ORD_00000284";3;3;"True";2
"ORD_00000285";5;1;"False";5
"ORD_00000286";2;0;"False";1
"ORD_00000287";3;1;"False";1
"ORD_00000288";3;0;"False";6
"ORD_00000289";2;4;"True";1
"ORD_00000290";2;4;"False";2
"ORD_00000291";3;2;"False";2
"ORD_00000292";5;1;"False";5
"ORD_00000293";5;2;"False";1
"ORD_00000294";3;1;"False";1
"ORD_00000295";4;2;"False";1
"ORD_00000296";1;1;"True";5
"ORD_00000297";2;2;"True";1
"ORD_00000298";2;1;"False";4
"ORD_00000299";7;2;"False";2
"ORD_00000300";6;0;"False";6
"ORD_00000301";2;1;"True";2
"ORD_00000302";2;1;"False";2
"ORD_00000303";3;0;"False";1
"ORD_00000304";6;4;"False";6
"ORD_00000305";3;1;"False";4
"ORD_00000306";3;0;"True";3
"ORD_00000307";2;1;"False";4
"ORD_00000308";4;1;"False";3
"ORD_00000309";7;1;"False";6
"ORD_00000310";3;1;"True";4
"ORD_00000311";3;0;"False";5
"ORD_00000312";2;3;"False";2
"ORD_00000313";2;3;"False";1
"ORD_00000314";4;0;"True";6
"ORD_00000315";2;0;"False";1
"ORD_00000316";3;6;"True";1
"ORD_00000317";4;1;"False";4
"ORD_00000318";4;0;"False";1
"ORD_00000319";2;3;"False";3
"ORD_00000320";3;5;"False";1
"ORD_00000321";4;2;"True";5
"ORD_00000322";3;0;"True";2
"ORD_00000323";5;2;"False";3
"ORD_00000324";3;3;"False";5
"ORD_00000325";9;2;"False";2
"ORD_00000326";3;2;"False";1
"ORD_00000327";3;2;"False";1
"ORD_00000328";2;3;"True";4
"ORD_00000329";7;1;"True";3
"ORD_00000330";1;1;"False";3
"ORD_00000331";3;2;"False";4
"ORD_00000332";3;0;"True";5
"ORD_00000333";3;1;"False";2
"ORD_00000334";4;5;"False";5
"ORD_00000335";6;4;"True";6
"ORD_00000336";3;1;"False";6
"ORD_00000337";2;0;"False";2
"ORD_00000338";1;1;"True";5
"ORD_00000339";3;1;"False";6
"ORD_00000340";2;2;"False";1
"ORD_00000341";5;2;"False";1
"ORD_00000342";4;0;"False";6
"ORD_00000343";8;2;"False";5
"ORD_00000344";4;1;"False";1
"ORD_00000345";1;2;"True";5
"ORD_00000346";4;2;"False";3
"ORD_00000347";2;1;"False";5
"ORD_00000348";4;1;"False";1
"ORD_00000349";2;0;"True";1
"ORD_00000350";1;1;"True";1
"ORD_00000351";5;4;"True";3
"ORD_00000352";3;0;"False";1
"ORD_00000353";3;0;"False";1
"ORD_00000354";3;4;"False";2
"ORD_00000355";6;0;"False";1
"ORD_00000356";4;6;"False";5
"ORD_00000357";3;2;"False";3
"ORD_00000358";5;2;"True";3
"ORD_00000359";4;0;"True";6
"ORD_00000360";4;1;"False";4
"ORD_00000361";5;0;"True";4
"ORD_00000362";2;4;"False";6
"ORD_00000363";7;0;"False";5
"ORD_00000364";4;7;"True";1
"ORD_00000365";5;2;"False";5
"ORD_00000366";1;2;"True";5
"ORD_00000367";3;2;"True";2
"ORD_00000368";3;4;"False";6
"ORD_00000369";4;3;"False";6
"ORD_00000370";4;2;"False";3
"ORD_00000371";3;0;"False";3
"ORD_00000372";5;3;"False";1
"ORD_00000373";7;0;"False";4
"ORD_00000374";3;0;"False";6
"ORD_00000375";3;4;"True";6
"ORD_00000376";3;1;"False";5
"ORD_00000377";1;0;"True";6
"ORD_00000378";1;1;"False";3
"ORD_00000379";3;0;"False";3
"ORD_00000380";4;1;"True";1
"ORD_00000381";3;4;"False";6
"ORD_00000382";3;2;"False";2
"ORD_00000383";2;0;"False";4
"ORD_00000384";4;5;"False";4
"ORD_00000385";6;1;"True";1
"ORD_00000386";8;0;"True";6
"ORD_00000387";4;1;"False";5
"ORD_00000388";5;3;"False";6
"ORD_00000389";4;2;"False";3
"ORD_00000390";4;3;"True";1
"ORD_00000391";2;1;"True";4
"ORD_00000392";5;3;"False";3
"ORD_00000393";2;5;"True";3
"ORD_00000394";2;1;"True";2
"ORD_00000395";2;1;"False";4
"ORD_00000396";4;0;"False";6
"ORD_00000397";3;1;"False";3
"ORD_00000398";1;0;"False";3
"ORD_00000399";3;2;"True";5
"ORD_00000400";4;3;"True";1
"ORD_00000401";5;2;"False";2
"ORD_00000402";4;1;"False";3
"ORD_00000403";4;1;"False";3
"ORD_00000404";3;1;"False";4
"ORD_00000405";5;1;"False";4
"ORD_00000406";1;1;"False";1
"ORD_00000407";2;0;"False";4
"ORD_00000408";3;5;"False";1
"ORD_00000409";5;0;"False";3
"ORD_00000410";4;5;"False";1
"ORD_00000411";4;1;"False";6
"ORD_00000412";2;1;"False";2
"ORD_00000413";2;2;"True";4
"ORD_00000414";2;0;"False";3
"ORD_00000415";2;4;"True";2
"ORD_00000416";3;1;"False";5
"ORD_00000417";7;3;"False";1
"ORD_00000418";7;2;"False";5
"ORD_00000419";3;0;"False";2
"ORD_00000420";2;0;"False";4
"ORD_00000421";3;1;"False";3
"ORD_00000422";3;2;"False";2
"ORD_00000423";5;2;"False";1
"ORD_00000424";5;1;"False";4
"ORD_00000425";3;1;"False";2
"ORD_00000426";3;1;"False";4
"ORD_00000427";5;0;"False";5
"ORD_00000428";7;3;"True";5
"ORD_00000429";2;3;"False";4
"ORD_00000430";3;1;"False";1
"ORD_00000431";6;1;"True";6
"ORD_00000432";4;1;"True";2
"ORD_00000433";4;3;"True";2
"ORD_00000434";5;3;"False";3
"ORD_00000435";5;3;"True";3
"ORD_00000436";4;1;"False";5
"ORD_00000437";3;1;"False";5
"ORD_00000438";5;1;"False";6
"ORD_00000439";5;3;"True";2
"ORD_00000440";4;1;"False";1
"ORD_00000441";2;0;"False";2
"ORD_00000442";1;1;"True";6
"ORD_00000443";8;1;"True";1
"ORD_00000444";5;1;"True";6
"ORD_00000445";1;2;"False";6
"ORD_00000446";2;3;"True";3
"ORD_00000447";7;3;"False";1
"ORD_00000448";6;6;"True";4
"ORD_00000449";4;1;"False";1
"ORD_00000450";4;2;"True";5
"ORD_00000451";5;0;"False";3
"ORD_00000452";7;0;"False";6
"ORD_00000453";6;0;"True";6
"ORD_00000454";4;4;"True";5
"ORD_00000455";5;5;"True";4
"ORD_00000456";5;1;"True";4
"ORD_00000457";3;1;"True";2
"ORD_00000458";7;1;"False";2
"ORD_00000459";2;1;"False";2
"ORD_00000460";3;0;"False";1
"ORD_00000461";5;2;"False";4
"ORD_00000462";2;3;"False";3
"ORD_00000463";7;5;"False";6
"ORD_00000464";5;2;"False";1
"ORD_00000465";4;3;"True";1
"ORD_00000466";4;1;"False";5
"ORD_00000467";2;0;"True";6
"ORD_00000468";5;2;"True";6
"ORD_00000469";1;3;"False";4
"ORD_00000470";3;0;"False";2
"ORD_00000471";1;4;"False";4
"ORD_00000472";2;1;"True";4
"ORD_00000473";2;0;"True";6
"ORD_00000474";3;1;"True";5
"ORD_00000475";6;0;"False";3
"ORD_00000476";5;0;"False";1
"ORD_00000477";1;1;"False";1
"ORD_00000478";1;1;"False";1
"ORD_00000479";1;1;"False";4
"ORD_00000480";2;2;"False";3
"ORD_00000481";3;3;"True";6
"ORD_00000482";4;5;"True";5
"ORD_00000483";7;1;"True";1
"ORD_00000484";4;0;"False";3
"ORD_00000485";3;2;"False";6
"ORD_00000486";2;2;"False";3
"ORD_00000487";4;2;"False";1
"ORD_00000488";4;0;"False";6
"ORD_00000489";4;5;"False";4
"ORD_00000490";4;2;"False";3
"ORD_00000491";3;1;"False";4
"ORD_00000492";7;2;"True";6
"ORD_00000493";2;2;"True";3
"ORD_00000494";3;0;"False";2
"ORD_00000495";3;2;"False";6
"ORD_00000496";7;1;"False";2
"ORD_00000497";1;2;"True";6
"ORD_00000498";6;3;"False";4
"ORD_00000499";1;1;"False";2
"ORD_00000500";5;2;"False";4
"ORD_00000501";4;1;"True";1
"ORD_00000502";4;1;"False";2
"ORD_00000503";4;1;"True";5
"ORD_00000504";5;3;"False";6
"ORD_00000505";2;1;"False";2
"ORD_00000506";6;5;"True";4
"ORD_00000507";5;2;"False";5
"ORD_00000508";5;2;"False";3
"ORD_00000509";3;0;"False";2
"ORD_00000510";5;1;"True";5
"ORD_00000511";2;3;"False";3
"ORD_00000512";4;1;"False";4
"ORD_00000513";4;1;"True";5
"ORD_00000514";2;0;"False";5
"ORD_00000515";4;3;"False";6
"ORD_00000516";2;1;"False";1
"ORD_00000517";3;1;"False";2
"ORD_00000518";3;2;"True";3
"ORD_00000519";2;3;"False";4
"ORD_00000520";3;2;"False";1
"ORD_00000521";3;1;"True";2
"ORD_00000522";4;0;"False";2
"ORD_00000523";4;0;"False";4
"ORD_00000524";3;2;"False";5
"ORD_00000525";3;4;"False";2
"ORD_00000526";3;0;"False";2
"ORD_00000527";6;2;"False";3
"ORD_00000528";4;5;"False";6
"ORD_00000529";2;1;"False";6
"ORD_00000530";4;0;"False";6
"ORD_00000531";6;2;"False";5
"ORD_00000532";4;3;"False";4
"ORD_00000533";2;1;"False";3
"ORD_00000534";5;0;"True";3
"ORD_00000535";2;1;"False";2
"ORD_00000536";4;3;"False";1
"ORD_00000537";1;0;"False";5
"ORD_00000538";3;1;"False";1
"ORD_00000539";8;0;"True";5
"ORD_00000540";4;4;"False";6
"ORD_00000541";2;3;"False";4
"ORD_00000542";3;1;"True";6
"ORD_00000543";2;5;"False";1
"ORD_00000544";3;0;"False";3
"ORD_00000545";2;0;"False";2
"ORD_00000546";7;3;"True";2
"ORD_00000547";3;6;"False";6
"ORD_00000548";1;1;"False";5
"ORD_00000549";4;1;"False";1
"ORD_00000550";2;0;"False";4
"ORD_00000551";3;3;"False";4
"ORD_00000552";2;3;"False";4
"ORD_00000553";5;4;"False";5
"ORD_00000554";5;2;"False";2
"ORD_00000555";3;3;"False";3
"ORD_00000556";4;1;"False";3
"ORD_00000557";3;1;"False";3
"ORD_00000558";4;2;"False";1
"ORD_00000559";4;0;"True";4
"ORD_00000560";3;4;"False";5
"ORD_00000561";3;3;"True";4
"ORD_00000562";3;4;"True";4
"ORD_00000563";7;4;"True";3
"ORD_00000564";7;1;"True";5
"ORD_00000565";3;3;"False";3
"ORD_00000566";2;1;"False";6
"ORD_00000567";6;3;"False";2
"ORD_00000568";3;2;"True";2
"ORD_00000569";1;2;"False";3
"ORD_00000570";1;1;"True";1
"ORD_00000571";2;1;"False";6
"ORD_00000572";4;1;"False";6
"ORD_00000573";3;3;"False";5
"ORD_00000574";2;3;"True";6
"ORD_00000575";2;0;"False";4
"ORD_00000576";5;2;"True";3
"ORD_00000577";1;2;"False";1
"ORD_00000578";1;1;"False";1
"ORD_00000579";3;1;"False";5
"ORD_00000580";2;3;"False";3
"ORD_00000581";2;1;"False";2
"ORD_00000582";4;3;"True";6
"ORD_00000583";7;2;"False";5
"ORD_00000584";3;1;"False";2
"ORD_00000585";2;4;"True";4
"ORD_00000586";5;1;"False";1
"ORD_00000587";3;1;"False";4
"ORD_00000588";4;3;"False";5
"ORD_00000589";2;1;"False";2
"ORD_00000590";1;3;"True";1
"ORD_00000591";4;0;"False";1
"ORD_00000592";4;0;"True";1
"ORD_00000593";7;2;"False";1
"ORD_00000594";2;2;"False";2
"ORD_00000595";3;2;"False";1
"ORD_00000596";2;4;"False";1
"ORD_00000597";4;6;"False";4
"ORD_00000598";2;3;"False";6
"ORD_00000599";4;0;"False";5
"ORD_00000600";7;0;"False";4
"ORD_00000601";4;1;"True";1
"ORD_00000602";3;0;"False";1
"ORD_00000603";5;4;"True";4
"ORD_00000604";3;3;"True";2
"ORD_00000605";7;3;"True";5
"ORD_00000606";5;6;"False";2
"ORD_00000607";6;0;"False";6
"ORD_00000608";3;2;"False";1
"ORD_00000609";5;2;"False";3
"ORD_00000610";5;2;"False";4
"ORD_00000611";5;4;"True";3
"ORD_00000612";4;1;"False";6
"ORD_00000613";4;1;"True";2
"ORD_00000614";5;4;"False";4
"ORD_00000615";6;2;"True";4
"ORD_00000616";2;4;"True";4
"ORD_00000617";4;1;"False";4
"ORD_00000618";3;0;"False";4
"ORD_00000619";3;1;"False";1
"ORD_00000620";4;2;"False";2
"ORD_00000621";7;3;"True";4
"ORD_00000622";1;1;"False";4
"ORD_00000623";4;1;"True";1
"ORD_00000624";3;3;"True";6
"ORD_00000625";3;2;"True";3
"ORD_00000626";2;0;"False";5
"ORD_00000627";3;2;"True";2
"ORD_00000628";2;5;"True";5
"ORD_00000629";2;1;"False";1
"ORD_00000630";3;1;"False";3
"ORD_00000631";4;1;"False";2
"ORD_00000632";1;4;"False";1
"ORD_00000633";4;2;"True";4
"ORD_00000634";4;5;"True";4
"ORD_00000635";3;1;"False";5
"ORD_00000636";3;1;"False";2
"ORD_00000637";6;2;"False";3
"ORD_00000638";1;2;"False";3
"ORD_00000639";3;0;"False";1
"ORD_00000640";3;1;"False";2
"ORD_00000641";5;5;"False";1
"ORD_00000642";7;2;"True";4
"ORD_00000643";6;1;"False";2
"ORD_00000644";5;2;"True";4
"ORD_00000645";6;4;"True";4
"ORD_00000646";3;1;"False";3
"ORD_00000647";4;2;"True";6
"ORD_00000648";3;0;"True";6
"ORD_00000649";2;0;"False";6
"ORD_00000650";2;3;"False";2
"ORD_00000651";5;1;"True";2
"ORD_00000652";5;1;"False";6
"ORD_00000653";5;3;"False";1
"ORD_00000654";7;0;"False";1
"ORD_00000655";1;1;"False";4
"ORD_00000656";3;1;"False";1
"ORD_00000657";6;2;"False";6
"ORD_00000658";3;2;"False";4
"ORD_00000659";4;5;"False";4
"ORD_00000660";2;3;"False";1
"ORD_00000661";5;1;"False";3
"ORD_00000662";3;1;"True";2
"ORD_00000663";1;0;"False";6
"ORD_00000664";4;3;"True";6
"ORD_00000665";2;1;"False";2
"ORD_00000666";3;2;"False";2
"ORD_00000667";3;4;"False";3
"ORD_00000668";3;0;"True";5
"ORD_00000669";4;3;"True";5
"ORD_00000670";6;1;"False";3
"ORD_00000671";5;2;"False";4
"ORD_00000672";3;1;"False";4
"ORD_00000673";2;2;"True";3
"ORD_00000674";4;2;"False";3
"ORD_00000675";7;1;"False";5
"ORD_00000676";2;1;"False";1
"ORD_00000677";8;3;"True";2
"ORD_00000678";4;0;"False";3
"ORD_00000679";2;1;"False";4
"ORD_00000680";1;2;"True";5
"ORD_00000681";5;1;"False";4
"ORD_00000682";1;3;"False";2
"ORD_00000683";7;2;"True";4
"ORD_00000684";4;2;"False";5
"ORD_00000685";4;1;"True";5
"ORD_00000686";4;0;"True";5
"ORD_00000687";5;0;"True";6
"ORD_00000688";3;0;"False";5
"ORD_00000689";3;0;"False";5
"ORD_00000690";3;1;"False";4
"ORD_00000691";5;3;"False";2
"ORD_00000692";4;1;"True";3
"ORD_00000693";4;1;"True";4
"ORD_00000694";3;1;"False";3
"ORD_00000695";1;3;"False";3
"ORD_00000696";1;2;"False";6
"ORD_00000697";3;0;"True";3
"ORD_00000698";5;1;"False";2
"ORD_00000699";4;1;"False";3
"ORD_00000700";5;0;"False";4
"ORD_00000701";3;3;"True";4
"ORD_00000702";2;1;"True";1
"ORD_00000703";1;2;"False";5
"ORD_00000704";3;3;"False";3
"ORD_00000705";3;4;"False";6
"ORD_00000706";4;1;"False";4
"ORD_00000707";2;0;"False";2
"ORD_00000708";3;0;"True";1
"ORD_00000709";5;4;"False";6
"ORD_00000710";1;2;"False";5
"ORD_00000711";2;2;"True";1
"ORD_00000712";2;1;"False";4
"ORD_00000713";4;5;"True";4
"ORD_00000714";6;2;"True";5
"ORD_00000715";2;1;"False";2
"ORD_00000716";4;4;"False";5
"ORD_00000717";3;2;"False";5
"ORD_00000718";6;0;"False";1
"ORD_00000719";3;2;"False";1
"ORD_00000720";6;2;"True";4
"ORD_00000721";6;1;"False";1
"ORD_00000722";4;1;"False";4
"ORD_00000723";3;1;"False";3
"ORD_00000724";3;0;"False";6
"ORD_00000725";2;1;"False";5
"ORD_00000726";4;3;"True";1
"ORD_00000727";5;5;"False";6
"ORD_00000728";6;0;"False";1
"ORD_00000729";5;1;"True";2
"ORD_00000730";3;2;"True";1
"ORD_00000731";5;1;"True";2
"ORD_00000732";6;3;"True";5
"ORD_00000733";5;0;"False";5
"ORD_00000734";3;2;"False";4
"ORD_00000735";2;0;"False";3
"ORD_00000736";1;0;"False";2
"ORD_00000737";5;1;"False";2
"ORD_00000738";4;1;"True";5
"ORD_00000739";2;3;"False";5
"ORD_00000740";4;2;"False";2
"ORD_00000741";4;2;"True";5
"ORD_00000742";4;3;"False";6
"ORD_00000743";3;3;"False";3
"ORD_00000744";4;3;"True";6
"ORD_00000745";3;1;"False";6
"ORD_00000746";4;1;"True";3
"ORD_00000747";2;2;"True";4
"ORD_00000748";2;3;"False";3
"ORD_00000749";6;0;"True";2
"ORD_00000750";4;5;"True";1
"ORD_00000751";2;2;"True";5
"ORD_00000752";6;3;"True";4
"ORD_00000753";5;1;"False";2
"ORD_00000754";3;1;"False";2
"ORD_00000755";3;4;"False";1
"ORD_00000756";5;2;"True";4
"ORD_00000757";2;0;"True";4
"ORD_00000758";1;2;"True";4
"ORD_00000759";2;2;"True";3
"ORD_00000760";6;0;"False";2
"ORD_00000761";3;4;"True";4
"ORD_00000762";5;1;"False";5
"ORD_00000763";2;2;"False";5
"ORD_00000764";6;2;"False";4
"ORD_00000765";1;1;"False";5
"ORD_00000766";5;2;"True";5
"ORD_00000767";5;4;"True";6
"ORD_00000768";8;2;"False";6
"ORD_00000769";4;3;"False";1
"ORD_00000770";2;2;"False";5
"ORD_00000771";5;1;"True";3
"ORD_00000772";3;4;"False";4
"ORD_00000773";4;3;"False";1
"ORD_00000774";2;1;"False";2
