"store_id";"store_location_type";"region"
"STR_101";"Urban";"Midwest"
"STR_102";"Urban";"Southeast"
"STR_103";"Suburban";"Midwest"
"STR_104";"Suburban";"Southeast"
"STR_105";"Rural";"Southwest"
"STR_106";"Urban";"Southwest"
"STR_107";"Suburban";"Southeast"
"STR_108";"Urban";"Midwest"
"STR_109";"Suburban";"West"
"STR_110";"Suburban";"West"
"STR_111";"Suburban";"West"
"STR_112";"Rural";"Northeast"
"STR_113";"Rural";"Southeast"
"STR_114";"Rural";"Southwest"
"STR_115";"Suburban";"Midwest"
"STR_116";"Suburban";"Southwest"
"STR_117";"Suburban";"Northeast"
"STR_118";"Rural";"Southeast"
"STR_119";"Urban";"West"
"STR_120";"Suburban";"Southeast"
"STR_121";"Urban";"Southeast"
"STR_122";"Rural";"West"
"STR_123";"Rural";"Midwest"
"STR_124";"Rural";"Southeast"
"STR_125";"Urban";"Midwest"
"STR_126";"Rural";"Southeast"
"STR_127";"Suburban";"Southeast"
"STR_128";"Urban";"Northeast"
"STR_129";"Suburban";"Midwest"
"STR_130";"Rural";"Northeast"
"STR_131";"Suburban";"Midwest"
"STR_132";"Urban";"Northeast"
"STR_133";"Rural";"Northeast"
"STR_134";"Urban";"West"
"STR_135";"Urban";"Midwest"
"STR_136";"Suburban";"Midwest"
"STR_137";"Urban";"Southwest"
"STR_138";"Rural";"West"
"STR_139";"Suburban";"Midwest"
"STR_140";"Rural";"West"
"STR_141";"Suburban";"Midwest"
"STR_142";"Urban";"Southeast"
"STR_143";"Urban";"Southwest"
"STR_144";"Rural";"West"
"STR_145";"Urban";"Northeast"
"STR_146";"Rural";"Midwest"
"STR_147";"Urban";"Southeast"
"STR_148";"Urban";"Midwest"
"STR_149";"Rural";"West"
"STR_150";"Urban";"Southwest"
"STR_151";"Suburban";"Southwest"
"STR_152";"Suburban";"Northeast"
"STR_153";"Urban";"Northeast"
"STR_154";"Urban";"Southeast"
"STR_155";"Rural";"Midwest"
"STR_156";"Urban";"Midwest"
"STR_157";"Suburban";"Southwest"
"STR_158";"Rural";"West"
"STR_159";"Suburban";"Southwest"
"STR_160";"Rural";"Midwest"
"STR_161";"Rural";"West"
"STR_162";"Rural";"Northeast"
"STR_163";"Rural";"Southwest"
"STR_164";"Rural";"Southwest"
"STR_165";"Urban";"West"
"STR_166";"Rural";"West"
"STR_167";"Urban";"Southeast"
"STR_168";"Urban";"Midwest"
"STR_169";"Rural";"Southwest"
"STR_170";"Urban";"West"
"STR_171";"Rural";"Midwest"
"STR_172";"Urban";"West"
"STR_173";"Suburban";"Southeast"
"STR_174";"Rural";"Southeast"
"STR_175";"Suburban";"Midwest"
"STR_176";"Rural";"Northeast"
"STR_177";"Urban";"Southeast"
"STR_178";"Urban";"Southeast"
"STR_179";"Urban";"Southeast"
"STR_180";"Urban";"Southwest"
"STR_181";"Suburban";"Midwest"
"STR_182";"Rural";"Northeast"
"STR_183";"Suburban";"Northeast"
"STR_184";"Suburban";"West"
"STR_185";"Urban";"Northeast"
"STR_186";"Suburban";"Southwest"
"STR_187";"Urban";"West"
"STR_188";"Rural";"West"
"STR_189";"Suburban";"West"
"STR_190";"Suburban";"West"
"STR_191";"Suburban";"Northeast"
"STR_192";"Suburban";"Northeast"
"STR_193";"Urban";"West"
"STR_194";"Suburban";"West"
"STR_195";"Suburban";"West"
"STR_196";"Urban";"Northeast"
"STR_197";"Rural";"West"
"STR_198";"Suburban";"Southeast"
"STR_199";"Urban";"Southwest"
"STR_200";"Urban";"Northeast"
"STR_201";"Urban";"Southwest"
"STR_202";"Urban";"Northeast"
"STR_203";"Rural";"Southeast"
"STR_204";"Rural";"West"
"STR_205";"Rural";"Southeast"
"STR_206";"Suburban";"Southwest"
"STR_207";"Suburban";"West"
"STR_208";"Urban";"West"
"STR_209";"Suburban";"Southeast"
"STR_210";"Rural";"Southeast"
"STR_211";"Urban";"Northeast"
"STR_212";"Suburban";"Midwest"
"STR_213";"Rural";"Southwest"
"STR_214";"Suburban";"Southwest"
"STR_215";"Urban";"Northeast"
"STR_216";"Suburban";"West"
"STR_217";"Rural";"West"
"STR_218";"Urban";"Midwest"
"STR_219";"Rural";"Midwest"
"STR_220";"Urban";"Northeast"
"STR_221";"Urban";"Southeast"
"STR_222";"Suburban";"Midwest"
"STR_223";"Urban";"Midwest"
"STR_224";"Rural";"Midwest"
"STR_225";"Rural";"Southwest"
"STR_226";"Urban";"Northeast"
"STR_227";"Rural";"Midwest"
"STR_228";"Suburban";"Midwest"
"STR_229";"Urban";"Southeast"
"STR_230";"Suburban";"Southeast"
"STR_231";"Urban";"Northeast"
"STR_232";"Suburban";"Southeast"
"STR_233";"Suburban";"Southwest"
"STR_234";"Rural";"Northeast"
"STR_235";"Suburban";"Northeast"
"STR_236";"Suburban";"Southwest"
"STR_237";"Rural";"Southeast"
"STR_238";"Suburban";"Midwest"
"STR_239";"Rural";"Southwest"
"STR_240";"Urban";"Northeast"
"STR_241";"Rural";"West"
"STR_242";"Rural";"Midwest"
"STR_243";"Rural";"Midwest"
"STR_244";"Suburban";"Southwest"
"STR_245";"Rural";"Midwest"
"STR_246";"Rural";"Midwest"
"STR_247";"Urban";"Northeast"
"STR_248";"Rural";"Southeast"
"STR_249";"Suburban";"Southwest"
"STR_250";"Urban";"Northeast"
"STR_251";"Urban";"West"
"STR_252";"Urban";"West"
"STR_253";"Suburban";"Southwest"
"STR_254";"Suburban";"Southeast"
"STR_255";"Suburban";"West"
"STR_256";"Suburban";"West"
"STR_257";"Rural";"West"
"STR_258";"Suburban";"West"
"STR_259";"Suburban";"Southwest"
"STR_260";"Urban";"Midwest"
"STR_261";"Rural";"West"
"STR_262";"Urban";"Southeast"
"STR_263";"Suburban";"Northeast"
"STR_264";"Suburban";"Midwest"
"STR_265";"Rural";"Northeast"
"STR_266";"Rural";"Midwest"
"STR_267";"Urban";"Southwest"
"STR_268";"Urban";"Southwest"
"STR_269";"Rural";"Southwest"
"STR_270";"Suburban";"Southeast"
"STR_271";"Suburban";"West"
"STR_272";"Urban";"Southeast"
"STR_273";"Urban";"Southwest"
"STR_274";"Rural";"Northeast"
"STR_275";"Rural";"West"
"STR_276";"Suburban";"Northeast"
"STR_277";"Suburban";"Northeast"
"STR_278";"Urban";"Northeast"
"STR_279";"Urban";"Northeast"
"STR_280";"Urban";"Southwest"
"STR_281";"Urban";"Midwest"
"STR_282";"Suburban";"Southwest"
"STR_283";"Urban";"Midwest"
"STR_284";"Suburban";"Southeast"
"STR_285";"Rural";"Southeast"
"STR_286";"Suburban";"Midwest"
"STR_287";"Suburban";"Southwest"
"STR_288";"Urban";"Northeast"
"STR_289";"Suburban";"Southwest"
"STR_290";"Rural";"Northeast"
"STR_291";"Urban";"Northeast"
"STR_292";"Rural";"Southwest"
"STR_293";"Suburban";"Northeast"
"STR_294";"Suburban";"Midwest"
"STR_295";"Suburban";"Southwest"
"STR_296";"Urban";"Midwest"
"STR_297";"Rural";"Southwest"
"STR_298";"Rural";"Northeast"
"STR_299";"Suburban";"West"
"STR_300";"Urban";"Southwest"
"STR_301";"Rural";"Northeast"
"STR_302";"Suburban";"West"
"STR_303";"Rural";"Southwest"
"STR_304";"Suburban";"West"
"STR_305";"Rural";"Southeast"
"STR_306";"Suburban";"West"
"STR_307";"Urban";"Northeast"
"STR_308";"Rural";"West"
"STR_309";"Urban";"Northeast"
"STR_310";"Urban";"Southeast"
"STR_311";"Suburban";"Southeast"
"STR_312";"Suburban";"Midwest"
"STR_313";"Urban";"Southeast"
"STR_314";"Urban";"Midwest"
"STR_315";"Rural";"West"
"STR_316";"Rural";"Southwest"
"STR_317";"Suburban";"Southeast"
"STR_318";"Suburban";"Midwest"
"STR_319";"Rural";"West"
"STR_320";"Urban";"Midwest"
"STR_321";"Suburban";"West"
"STR_322";"Rural";"Southeast"
"STR_323";"Urban";"West"
"STR_324";"Suburban";"Northeast"
"STR_325";"Urban";"Northeast"
"STR_326";"Rural";"Midwest"
"STR_327";"Suburban";"Southwest"
"STR_328";"Urban";"West"
"STR_329";"Rural";"West"
"STR_330";"Urban";"Southeast"
"STR_331";"Rural";"West"
"STR_332";"Urban";"Southwest"
"STR_333";"Suburban";"Southwest"
"STR_334";"Suburban";"West"
"STR_335";"Rural";"Southwest"
"STR_336";"Rural";"Southwest"
"STR_337";"Rural";"Southwest"
"STR_338";"Suburban";"Northeast"
"STR_339";"Urban";"Southwest"
"STR_340";"Suburban";"Southwest"
"STR_341";"Suburban";"Southeast"
"STR_342";"Suburban";"Southwest"
"STR_343";"Suburban";"West"
"STR_344";"Rural";"Midwest"
"STR_345";"Urban";"Southeast"
"STR_346";"Suburban";"Midwest"
"STR_347";"Suburban";"West"
"STR_348";"Urban";"Southeast"
"STR_349";"Suburban";"Southeast"
"STR_350";"Urban";"West"
"STR_351";"Suburban";"West"
"STR_352";"Rural";"West"
"STR_353";"Suburban";"Southwest"
"STR_354";"Suburban";"Midwest"
"STR_355";"Rural";"Midwest"
"STR_356";"Rural";"West"
"STR_357";"Rural";"West"
"STR_358";"Suburban";"Southwest"
"STR_359";"Suburban";"Southwest"
"STR_360";"Rural";"Midwest"
"STR_361";"Suburban";"Northeast"
"STR_362";"Suburban";"Midwest"
"STR_363";"Rural";"Southeast"
"STR_364";"Suburban";"West"
"STR_365";"Suburban";"Midwest"
"STR_366";"Rural";"Northeast"
"STR_367";"Rural";"Southeast"
"STR_368";"Suburban";"Northeast"
"STR_369";"Suburban";"Southeast"
"STR_370";"Suburban";"West"
"STR_371";"Urban";"Southwest"
"STR_372";"Rural";"Northeast"
"STR_373";"Rural";"Midwest"
"STR_374";"Rural";"Southwest"
"STR_375";"Rural";"West"
"STR_376";"Suburban";"Southeast"
"STR_377";"Rural";"Southwest"
"STR_378";"Suburban";"Midwest"
"STR_379";"Urban";"Southeast"
"STR_380";"Suburban";"Midwest"
"STR_381";"Suburban";"Southwest"
"STR_382";"Urban";"West"
"STR_383";"Rural";"Northeast"
"STR_384";"Suburban";"Southeast"
"STR_385";"Rural";"Southeast"
"STR_386";"Urban";"Southwest"
"STR_387";"Suburban";"West"
"STR_388";"Rural";"Southeast"
"STR_389";"Urban";"Southwest"
"STR_390";"Urban";"Southeast"
"STR_391";"Suburban";"Southwest"
"STR_392";"Suburban";"Midwest"
"STR_393";"Rural";"Southwest"
"STR_394";"Urban";"Midwest"
"STR_395";"Urban";"West"
"STR_396";"Urban";"West"
"STR_397";"Urban";"Northeast"
"STR_398";"Suburban";"Northeast"
"STR_399";"Suburban";"Northeast"
"STR_400";"Rural";"West"
"STR_401";"Urban";"Southeast"
"STR_402";"Rural";"Midwest"
"STR_403";"Urban";"Midwest"
"STR_404";"Urban";"Northeast"
"STR_405";"Rural";"Southeast"
"STR_406";"Suburban";"Midwest"
"STR_407";"Rural";"Southeast"
"STR_408";"Rural";"West"
"STR_409";"Rural";"Southwest"
"STR_410";"Suburban";"Southeast"
"STR_411";"Urban";"Midwest"
"STR_412";"Suburban";"West"
"STR_413";"Suburban";"West"
"STR_414";"Suburban";"West"
"STR_415";"Suburban";"Northeast"
"STR_416";"Urban";"Southeast"
"STR_417";"Urban";"West"
"STR_418";"Urban";"Southwest"
"STR_419";"Rural";"West"
"STR_420";"Suburban";"Northeast"
"STR_421";"Suburban";"Southwest"
"STR_422";"Urban";"Northeast"
"STR_423";"Rural";"Southwest"
"STR_424";"Suburban";"Northeast"
"STR_425";"Urban";"Northeast"
"STR_426";"Urban";"Southeast"
"STR_427";"Rural";"West"
"STR_428";"Suburban";"Northeast"
"STR_429";"Suburban";"Southwest"
"STR_430";"Urban";"Southwest"
"STR_431";"Suburban";"Northeast"
"STR_432";"Suburban";"Midwest"
"STR_433";"Rural";"Midwest"
"STR_434";"Rural";"West"
"STR_435";"Suburban";"Southwest"
"STR_436";"Rural";"West"
"STR_437";"Urban";"Southwest"
"STR_438";"Urban";"Southeast"
"STR_439";"Urban";"West"
"STR_440";"Urban";"Midwest"
"STR_441";"Suburban";"Southeast"
"STR_442";"Suburban";"West"
"STR_443";"Rural";"Midwest"
"STR_444";"Suburban";"West"
"STR_445";"Rural";"Southwest"
"STR_446";"Urban";"Midwest"
"STR_447";"Urban";"Midwest"
"STR_448";"Rural";"Southeast"
"STR_449";"Suburban";"Northeast"
"STR_450";"Urban";"West"
"STR_451";"Urban";"West"
"STR_452";"Rural";"West"
"STR_453";"Suburban";"West"
"STR_454";"Suburban";"Northeast"
"STR_455";"Suburban";"Northeast"
"STR_456";"Rural";"Southwest"
"STR_457";"Rural";"Northeast"
"STR_458";"Urban";"Southwest"
"STR_459";"Urban";"Southeast"
"STR_460";"Rural";"West"
"STR_461";"Urban";"Southeast"
"STR_462";"Rural";"Northeast"
"STR_463";"Urban";"Southeast"
"STR_464";"Suburban";"West"
"STR_465";"Suburban";"Midwest"
"STR_466";"Rural";"Southwest"
"STR_467";"Rural";"Midwest"
"STR_468";"Rural";"Northeast"
"STR_469";"Rural";"Southeast"
"STR_470";"Urban";"West"
"STR_471";"Suburban";"Southwest"
"STR_472";"Suburban";"Northeast"
"STR_473";"Suburban";"Southwest"
"STR_474";"Urban";"West"
"STR_475";"Rural";"Northeast"
"STR_476";"Urban";"West"
"STR_477";"Rural";"Midwest"
"STR_478";"Urban";"Northeast"
"STR_479";"Suburban";"Midwest"
"STR_480";"Urban";"West"
"STR_481";"Urban";"West"
"STR_482";"Rural";"Southeast"
"STR_483";"Rural";"Midwest"
"STR_484";"Suburban";"Southwest"
"STR_485";"Rural";"Midwest"
"STR_486";"Rural";"Southeast"
"STR_487";"Urban";"Southeast"
"STR_488";"Suburban";"Southwest"
"STR_489";"Suburban";"West"
"STR_490";"Urban";"West"
"STR_491";"Suburban";"Midwest"
"STR_492";"Rural";"Northeast"
"STR_493";"Suburban";"Midwest"
"STR_494";"Rural";"Southeast"
"STR_495";"Suburban";"Southeast"
"STR_496";"Rural";"Northeast"
"STR_497";"Rural";"Northeast"
"STR_498";"Urban";"Northeast"
"STR_499";"Suburban";"Southwest"
"STR_500";"Rural";"Southeast"
