customer_id,customer_age_group,customer_gender,is_rewards_member
CUST_00477,55+,Female,True
CUST_00478,25-34,Female,True
CUST_00479,18-24,Female,True
CUST_00480,25-34,Female,True
CUST_00481,35-44,Female,True
CUST_00482,45-54,Non-binary,True
CUST_00483,18-24,Male,True
CUST_00484,18-24,Female,True
CUST_00485,35-44,Non-binary,True
CUST_00486,25-34,Male,True
CUST_00487,45-54,Non-binary,True
CUST_00488,25-34,Male,True
CUST_00489,18-24,Non-binary,True
CUST_00490,25-34,Female,True
CUST_00491,18-24,Female,True
CUST_00492,18-24,Female,True
CUST_00493,35-44,Female,True
CUST_00494,55+,Male,True
CUST_00495,35-44,Male,True
CUST_00496,25-34,Male,True
CUST_00497,25-34,Male,False
CUST_00498,55+,Male,True
CUST_00499,25-34,Male,True
CUST_00500,55+,Female,True
CUST_00501,18-24,Female,True
CUST_00502,35-44,"Prefer not to say",True
CUST_00503,25-34,Male,True
CUST_00504,18-24,Male,True
CUST_00505,45-54,Female,True
CUST_00506,35-44,Female,True
CUST_00507,35-44,Male,True
CUST_00508,45-54,Male,True
CUST_00509,18-24,Female,True
CUST_00510,18-24,Female,True
CUST_00511,25-34,Male,True
CUST_00512,45-54,Male,True
CUST_00513,18-24,Non-binary,True
CUST_00514,18-24,Female,True
CUST_00515,18-24,Male,True
CUST_00516,25-34,Male,True
CUST_00517,35-44,Male,True
CUST_00518,18-24,Female,True
CUST_00519,25-34,Male,True
CUST_00520,18-24,Male,True
CUST_00521,35-44,Female,True
CUST_00522,35-44,Female,True
CUST_00523,45-54,Female,True
CUST_00524,18-24,Female,True
CUST_00525,55+,Male,True
CUST_00526,45-54,Female,True
CUST_00527,35-44,Female,True
CUST_00528,55+,Male,True
CUST_00529,25-34,Male,True
CUST_00530,35-44,Female,True
CUST_00531,55+,Male,True
CUST_00532,18-24,Female,True
CUST_00533,18-24,Male,True
CUST_00534,35-44,Female,True
CUST_00535,25-34,"Prefer not to say",True
CUST_00536,35-44,Female,True
CUST_00537,35-44,Male,True
CUST_00538,35-44,Female,True
CUST_00539,35-44,Female,True
CUST_00540,35-44,Male,True
CUST_00541,25-34,Male,True
CUST_00542,25-34,Female,True
CUST_00543,25-34,Male,True
CUST_00544,25-34,Female,True
CUST_00545,25-34,Male,True
CUST_00546,55+,Male,True
CUST_00547,45-54,Male,True
CUST_00548,18-24,Female,True
CUST_00549,45-54,Female,True
CUST_00550,35-44,Female,True
CUST_00551,25-34,Male,True
CUST_00552,25-34,Female,True
CUST_00553,45-54,Female,True
CUST_00554,35-44,"Prefer not to say",True
CUST_00555,35-44,Male,True
CUST_00556,35-44,Male,True
CUST_00557,35-44,Male,True
CUST_00558,18-24,Female,True
CUST_00559,25-34,Female,True
CUST_00560,35-44,Female,True
CUST_00561,45-54,"Prefer not to say",True
CUST_00562,45-54,Female,True
CUST_00563,35-44,Male,True
CUST_00564,55+,Female,True
CUST_00565,25-34,Male,True
CUST_00566,35-44,Male,True
CUST_00567,25-34,Male,True
CUST_00568,45-54,Female,True
CUST_00569,25-34,Male,True
CUST_00570,35-44,Male,True
CUST_00571,35-44,Male,True
CUST_00572,25-34,Male,True
CUST_00573,25-34,Female,True
CUST_00574,45-54,Female,True
CUST_00575,18-24,Male,True
CUST_00576,18-24,Female,True
CUST_00577,35-44,Male,True
CUST_00578,35-44,Female,True
CUST_00579,25-34,Male,True
CUST_00580,45-54,Male,True
CUST_00581,25-34,Male,True
CUST_00582,35-44,Female,True
CUST_00583,35-44,Male,True
CUST_00584,25-34,Female,True
CUST_00585,18-24,Male,True
CUST_00586,25-34,Male,True
CUST_00587,25-34,Male,True
CUST_00588,18-24,Female,True
CUST_00589,18-24,Male,True
CUST_00590,35-44,Female,True
CUST_00591,45-54,Female,True
CUST_00592,18-24,Female,True
CUST_00593,18-24,Male,True
CUST_00594,55+,Female,True
CUST_00595,35-44,Female,True
CUST_00596,35-44,Male,True
CUST_00597,18-24,Male,True
CUST_00598,25-34,Female,False
CUST_00599,35-44,Female,True
CUST_00600,55+,Male,True
CUST_00601,45-54,Male,True
CUST_00602,35-44,Female,True
CUST_00603,25-34,Male,True
CUST_00604,25-34,Male,True
CUST_00605,18-24,Female,True
CUST_00606,18-24,Female,True
CUST_00607,55+,Male,True
CUST_00608,35-44,Female,True
CUST_00609,45-54,Male,True
CUST_00610,18-24,Male,True
CUST_00611,35-44,Female,True
CUST_00612,35-44,Male,False
CUST_00613,45-54,Female,True
CUST_00614,45-54,Female,True
CUST_00615,25-34,Non-binary,False
CUST_00616,35-44,Female,True
CUST_00617,35-44,Female,True
CUST_00618,35-44,Male,True
CUST_00619,18-24,Male,True
CUST_00620,25-34,Male,True
CUST_00621,18-24,Female,True
CUST_00622,25-34,Female,True
CUST_00623,18-24,Female,True
CUST_00624,18-24,Female,True
CUST_00625,45-54,Female,True
CUST_00626,35-44,Female,True
CUST_00627,35-44,Female,False
CUST_00628,45-54,Male,True
CUST_00629,45-54,Female,True
CUST_00630,25-34,Female,True
CUST_00631,18-24,Male,True
CUST_00632,18-24,Female,True
CUST_00633,25-34,Female,True
CUST_00634,35-44,Male,True
CUST_00635,25-34,Male,True
CUST_00636,25-34,Female,True
CUST_00637,18-24,Male,True
CUST_00638,25-34,Male,True
CUST_00639,25-34,Female,True
CUST_00640,45-54,Female,True
CUST_00641,18-24,Male,True
CUST_00642,35-44,Male,True
CUST_00643,35-44,Female,True
CUST_00644,55+,Female,True
CUST_00645,25-34,Female,True
CUST_00646,18-24,Male,True
CUST_00647,55+,Female,True
CUST_00648,25-34,Female,True
CUST_00649,55+,Male,True
CUST_00650,25-34,Female,True
CUST_00651,45-54,Female,True
CUST_00652,45-54,Female,True
CUST_00653,35-44,Female,True
CUST_00654,35-44,Male,True
CUST_00655,25-34,Male,True
CUST_00656,18-24,Male,True
CUST_00657,55+,Female,True
CUST_00658,25-34,Male,True
CUST_00659,18-24,Female,True
CUST_00660,18-24,Female,True
CUST_00661,45-54,Female,True
CUST_00663,45-54,Male,True
CUST_00664,25-34,Male,True
CUST_00665,45-54,Female,True
CUST_00666,45-54,Male,True
CUST_00667,25-34,Male,True
CUST_00668,35-44,Male,True
CUST_00669,25-34,Male,True
CUST_00670,35-44,Male,False
CUST_00671,35-44,Male,True
CUST_00672,45-54,Female,True
CUST_00673,45-54,Male,True
CUST_00674,55+,"Prefer not to say",True
CUST_00675,25-34,Male,True
CUST_00676,25-34,Female,False
CUST_00677,55+,Female,True
CUST_00678,45-54,Male,True
CUST_00679,25-34,Female,True
CUST_00680,45-54,Female,True
CUST_00681,18-24,Female,True
CUST_00682,45-54,Male,True
CUST_00683,45-54,Male,True
CUST_00684,55+,Male,True
CUST_00685,25-34,Non-binary,True
CUST_00686,25-34,Female,True
CUST_00687,25-34,Male,True
CUST_00688,18-24,Female,True
CUST_00689,25-34,"Prefer not to say",True
CUST_00690,25-34,Male,True
CUST_00691,55+,Female,True
CUST_00692,35-44,Female,True
CUST_00693,18-24,Male,True
CUST_00694,45-54,Female,True
CUST_00695,18-24,Female,True
CUST_00696,25-34,Male,True
CUST_00697,18-24,Male,True
CUST_00698,45-54,Female,True
CUST_00699,35-44,Female,True
CUST_00700,18-24,Male,True
CUST_00701,25-34,Male,True
CUST_00702,25-34,Female,True
CUST_00703,25-34,Male,True
CUST_00704,55+,Female,True
CUST_00705,18-24,Female,True
CUST_00706,25-34,Male,True
CUST_00707,25-34,Female,True
CUST_00708,25-34,Male,True
CUST_00709,35-44,Male,True
CUST_00710,55+,Male,True
CUST_00711,35-44,Female,True
CUST_00712,55+,Female,True
CUST_00713,25-34,Female,True
CUST_00714,35-44,"Prefer not to say",True
CUST_00715,25-34,Male,True
CUST_00716,45-54,Male,True
CUST_00717,35-44,Female,True
CUST_00718,45-54,Female,True
CUST_00719,25-34,Male,True
CUST_00720,35-44,Female,True
CUST_00721,18-24,Female,True
CUST_00722,25-34,Female,True
CUST_00723,35-44,Female,True
CUST_00724,18-24,Female,True
CUST_00725,25-34,Male,True
CUST_00726,18-24,Male,True
CUST_00727,18-24,Non-binary,True
CUST_00728,35-44,"Prefer not to say",True
CUST_00729,35-44,Male,True
CUST_00730,45-54,Male,True
CUST_00731,25-34,Female,True
CUST_00732,45-54,Male,True
CUST_00733,18-24,Male,True
CUST_00734,45-54,Female,False
CUST_00735,45-54,Male,True
CUST_00736,55+,Female,True
CUST_00737,25-34,Non-binary,True
CUST_00738,35-44,Female,True
CUST_00739,35-44,Male,True
CUST_00740,35-44,Female,True
CUST_00741,35-44,Male,True
CUST_00742,18-24,Female,True
CUST_00743,25-34,Female,True
CUST_00744,25-34,Female,True
CUST_00745,25-34,Male,True
CUST_00746,45-54,Male,True
CUST_00747,55+,Male,True
CUST_00748,55+,Non-binary,True
CUST_00749,18-24,Female,True
CUST_00750,25-34,Female,True
CUST_00751,35-44,"Prefer not to say",True
CUST_00752,18-24,Female,True
CUST_00753,45-54,Male,True
CUST_00754,18-24,Female,True
CUST_00755,25-34,Male,True
CUST_00756,35-44,Female,True
CUST_00757,35-44,Non-binary,True
CUST_00758,25-34,Female,True
CUST_00759,35-44,Female,True
CUST_00760,25-34,Female,True
CUST_00761,25-34,Male,True
CUST_00762,35-44,Female,True
CUST_00763,25-34,Female,True
CUST_00764,25-34,Male,True
CUST_00765,25-34,"Prefer not to say",False
CUST_00766,25-34,Non-binary,True
CUST_00767,25-34,Male,True
CUST_00768,45-54,Female,True
CUST_00769,45-54,Male,True
CUST_00770,18-24,Female,True
CUST_00771,45-54,Male,True
CUST_00772,25-34,Male,True
CUST_00773,35-44,Female,True
CUST_00774,45-54,Female,True
CUST_00775,55+,Female,True
CUST_00776,45-54,Female,True
CUST_00777,18-24,Male,True
CUST_00778,18-24,Female,True
CUST_00779,18-24,Female,True
CUST_00780,25-34,Female,True
CUST_00781,35-44,Female,True
CUST_00782,18-24,Male,True
CUST_00783,55+,Female,False
CUST_00784,35-44,Female,True
CUST_00785,45-54,Male,True
CUST_00786,55+,Female,True
CUST_00787,25-34,Female,True
CUST_00788,25-34,Female,True
CUST_00789,45-54,Female,True
CUST_00790,18-24,"Prefer not to say",True
CUST_00791,25-34,Non-binary,True
CUST_00792,18-24,Male,True
CUST_00793,18-24,Male,True
CUST_00794,25-34,Female,True
CUST_00795,25-34,Non-binary,True
CUST_00796,45-54,Female,True
CUST_00797,25-34,Female,True
CUST_00798,35-44,Male,True
CUST_00799,25-34,Female,True
CUST_00800,35-44,Male,True
CUST_00801,55+,Male,True
CUST_00802,35-44,Female,True
CUST_00803,35-44,Female,True
CUST_00804,35-44,Female,True
CUST_00805,18-24,Male,True
CUST_00806,35-44,Female,True
CUST_00807,35-44,Female,True
CUST_00808,25-34,Female,True
CUST_00809,25-34,Female,True
CUST_00810,25-34,"Prefer not to say",True
CUST_00811,25-34,Female,True
CUST_00812,35-44,Male,True
CUST_00813,18-24,Male,True
CUST_00814,25-34,Female,True
CUST_00815,25-34,Female,True
CUST_00816,25-34,Female,True
CUST_00817,35-44,Female,True
CUST_00818,55+,Male,True
CUST_00819,25-34,Female,True
CUST_00820,25-34,Female,True
CUST_00821,25-34,Male,True
CUST_00822,18-24,Male,True
CUST_00823,25-34,Female,True
CUST_00824,25-34,Female,False
CUST_00825,18-24,Male,True
CUST_00826,35-44,Male,True
CUST_00827,45-54,Female,True
CUST_00828,35-44,Female,True
CUST_00829,25-34,Male,True
CUST_00830,55+,Female,True
CUST_00831,55+,Male,True
CUST_00832,25-34,Male,True
CUST_00833,25-34,Female,True
CUST_00834,35-44,Female,True
CUST_00835,35-44,Female,True
CUST_00836,25-34,Female,True
CUST_00837,35-44,Female,True
CUST_00838,25-34,Male,True
CUST_00839,35-44,Male,True
CUST_00840,35-44,Male,True
CUST_00841,35-44,Female,True
CUST_00842,25-34,"Prefer not to say",True
CUST_00843,35-44,Male,True
CUST_00844,55+,Male,False
CUST_00845,45-54,Male,True
CUST_00846,55+,Female,True
CUST_00847,18-24,Female,True
CUST_00848,35-44,Male,True
CUST_00849,18-24,Male,True
CUST_00850,25-34,Female,True
CUST_00851,35-44,Female,True
CUST_00852,25-34,Female,True
CUST_00853,18-24,"Prefer not to say",True
CUST_00854,35-44,Male,True
CUST_00855,25-34,Female,True
